complaint_id,customer_id,submitted_at,channel,category,subcategory,priority,status,assigned_agent_id,raw_text,sentiment_label,confidence_score,created_at,updated_at
29ffec9b-3f5f-48e0-b25d-884a20f14a5a,d3fd7f2c-6e6e-468b-b125-75b0a0a6d0cc,2025-09-17T01:03:51+00:00,email,billing_dispute,incorrect amount,high,escalated,,"Im writing because theres been an ongoing issue with my account since the beginning of the month. I keep seeing charges that I dont recognize and when I try to dispute them online the system says theres an error. I called twice already and both times I was told someone would call me back but nobody ever did. This is unacceptable, im losing money every day this goes unfixed. I need a full refund for all the unauthorized charges.",neutral,0.94,2025-09-17T01:03:51+00:00,2025-09-17T13:03:51+00:00
05310929-88d2-4f7e-8daf-6cb3f0d85dd1,af51ce58-b3c2-45a2-9cea-bc97ffacc28d,2026-01-08T21:07:51+00:00,email,account_access,app crash,high,in_progress,,Im having major issues logging in and its been going on since the beginning of the month. The website keeps timing out and the mobile app just shows an error message. I called technical support and they walked me through some troubleshooting steps but nothing worked. They said they would escalate it to the tech team but I havent heard back. I need to transfer money urgently and I cant do that if I cant log in. Please fix this now.,neutral,0.77,2026-01-08T21:07:51+00:00,2026-01-10T12:07:51+00:00
73a61fe0-3d9a-47ff-a075-0e0210e6ccd0,ba042a38-d0e2-4be5-b769-56ee6c55eee7,2026-01-23T14:16:51+00:00,email,fraud,phishing,high,open,,Someone has been using my card without my permission and I need this stopped right now. I first noticed suspicious activity three weeks ago when there were charges from Shell that I definitely didnt make. I was out of town that whole week so theres no way it was me. I called your fraud department twice already but they keep asking me to fill out forms and nothing is happening. My account needs to be frozen immediately before more charges appear.,neutral,0.75,2026-01-23T14:16:51+00:00,2026-01-25T04:16:51+00:00
9e270736-c897-418d-9ea7-94a923b25b61,a1801110-8e9c-42bf-a5c2-9db5e189bfba,2025-11-20T15:11:51+00:00,social_media,billing_dispute,incorrect amount,medium,closed,,This billing problem has been going on for way too long now. It started last Tuesday when I noticed a charge for $608 that I never approved. I contacted support immediately and they opened a case but I havent heard anything since then. Meanwhile im still being charged interest on this amount which is completely unfair. I need this resolved asap because I cant keep paying for something I didnt buy.,neutral,0.64,2025-11-20T15:11:51+00:00,2025-11-21T13:11:51+00:00
10b50d1b-2717-4798-8b42-a387152dede0,b9731af5-5fae-4a26-8ae8-8a4214f47a01,2025-11-24T18:33:51+00:00,email,fraud,unauthorized transaction,critical,closed,,Someone has been using my card without my permission and I need this stopped right now. I first noticed suspicious activity last Tuesday when there were charges from Uber that I definitely didnt make. I was out of town that whole week so theres no way it was me. I called your fraud department twice already but they keep asking me to fill out forms and nothing is happening. My account needs to be frozen immediately before more charges appear.,negative,0.32,2025-11-24T18:33:51+00:00,2025-11-25T20:33:51+00:00
466afd1a-45a7-48cd-8034-2bb66b56f951,03b7b8fc-83d6-4946-8d4b-00767a03f90a,2026-02-25T00:05:51+00:00,social_media,account_access,app crash,low,escalated,,account locked after i entered wrong pin. how do i unlock it,negative,0.58,2026-02-25T00:05:51+00:00,2026-02-25T20:05:51+00:00
a2b90015-7079-44df-b054-1ad57c33427a,0fc8102c-1b91-4016-a357-850a1ea8a1a8,2025-11-19T06:38:51+00:00,portal,account_access,locked out,low,in_progress,,cant get into my account. says my account is suspended but i dont know why,very_negative,0.46,2025-11-19T06:38:51+00:00,2025-11-19T08:38:51+00:00
94feec6a-b76b-433d-bb19-02256d36455a,e4f505d2-a3f4-4555-869d-88d8f416e719,2026-02-12T20:34:51+00:00,portal,billing_dispute,duplicate charge,low,resolved,df02c042-152f-458f-af48-3e0088e4ac9a,I've been dealing with this billing issue since last Tuesday and nobody seems to be able to help me. I was charged $652 for something I never authorized and when I called last week they said they would fix it but nothing has changed. This is affecting my credit score and I cant even apply for a loan now. I need this duplicate charge removed from my account immediately.,very_negative,0.77,2026-02-12T20:34:51+00:00,2026-02-14T12:34:51+00:00
6132f7e8-3b1b-45b8-9457-9078f3aafd6a,61833810-595b-4c3b-be27-1dbdbfa8e7d3,2026-01-30T06:40:51+00:00,email,fraud,account takeover,high,closed,,my account was hacked. please freeze it and reverse those charges,negative,0.32,2026-01-30T06:40:51+00:00,2026-01-31T02:40:51+00:00
ea226820-61dd-4aa4-b974-5f057c0d43d0,3862dfcc-ccfe-4b02-8eef-39ca924e63d4,2025-10-30T00:40:51+00:00,chat,fraud,stolen card,medium,escalated,,I think my card information got stolen and someone is making purchases with it. This began last month when I noticed charges from overseas merchants that I dont recognize at all. I immediately called to report fraud and your agent said they would send me a new card but its been over a week and I still havent recieved it. In the meantime more fraudulent charges keep appearing. This needs to be handled urgently.,negative,0.6,2025-10-30T00:40:51+00:00,2025-10-30T03:40:51+00:00
498b6b00-339a-4ed6-a6fe-8ccf07616dbb,1c94384d-5cb6-495b-b300-cb0396db8de7,2026-02-26T01:12:51+00:00,phone,service_outage,website unavailable,high,escalated,,I cant believe your service has been unavailable since two weeks ago. Every time I try to do anything on the app or website it just says service temporarily unavailable. I already called twice and both times I was told the technical team is working on it but theres no timeline. I need to make urgent transfers and pay bills but I cant do anything. This is affecting my financial obligations and its completely unacceptable. When will this be fixed?,neutral,0.47,2026-02-26T01:12:51+00:00,2026-02-26T23:12:51+00:00
aca78843-746e-48d9-af63-8654fda6cb07,09c63f9d-6806-425e-9ae2-527f051c9991,2026-02-01T04:03:51+00:00,chat,refund_request,cancelled order,high,resolved,16dc6a24-5526-41b4-993f-7d9100ea2550,Im writing to request a refund for a defective product I purchased last Tuesday. I spent $32 at Netflix and the item arrived broken so I sent it back immediately. They confirmed receipt but said the refund would come from the bank not them. I contacted your team last week and was told to wait but im still waiting. This is my money and I need it back to pay for a replacement. Please process this refund urgently.,negative,0.91,2026-02-01T04:03:51+00:00,2026-02-01T17:03:51+00:00
01b02cf3-f122-4382-8f52-d0ef6039aea3,39cfd938-d7ce-40c0-9c68-db9fb8306ac7,2026-02-25T07:55:51+00:00,social_media,refund_request,defective product,critical,in_progress,,i need a refund for that charge from last Tuesday. it was a mistake,neutral,0.76,2026-02-25T07:55:51+00:00,2026-02-26T03:55:51+00:00
f76f2ff3-cae6-4090-96ca-3773ad6521ef,03b7b8fc-83d6-4946-8d4b-00767a03f90a,2026-03-02T16:40:51+00:00,phone,billing_dispute,incorrect amount,high,closed,44afcdcf-0053-4b18-a811-37714e064682,This billing problem has been going on for way too long now. It started last month when I noticed a charge for $102 that I never approved. I contacted support immediately and they opened a case but I havent heard anything since then. Meanwhile im still being charged interest on this amount which is completely unfair. I need this resolved asap because I cant keep paying for something I didnt buy.,negative,0.63,2026-03-02T16:40:51+00:00,2026-03-02T18:40:51+00:00
77edf41a-7046-495e-8e5b-e7a077e8f3fe,93bccd7a-f464-4d66-b3c4-b383819761ba,2026-01-31T22:32:51+00:00,portal,refund_request,defective product,low,closed,,I need a refund for a purchase I made last month that never arrived. I ordered something from Best Buy and paid $448 but the package never showed up. I contacted the merchant and they said to file a claim with my bank so here I am. I already submitted a refund request form online but havent heard back. This money was supposed to be for groceries and now im short. Please process my refund as soon as possible.,very_negative,0.63,2026-01-31T22:32:51+00:00,2026-02-02T22:32:51+00:00
a8404e2a-8983-4fca-b967-d7059e78049a,3e88ea97-c039-41c1-a20c-d0a4538de013,2025-11-15T12:24:51+00:00,portal,fraud,phishing,low,escalated,ec05a0f4-4007-424b-9eb0-8a09fb9a608f,mera account locked hai. i need to access it urgently. please help,negative,0.35,2025-11-15T12:24:51+00:00,2025-11-16T11:24:51+00:00
f0f62511-8381-4ecb-9bd5-19381a575e30,5baeef5b-1c91-48ee-8522-2b38749fe6a3,2025-10-08T06:13:51+00:00,email,refund_request,cancelled order,critical,pending_customer,,I need help getting a refund for a cancelled order from the beginning of the month. I paid $104 for something that was supposed to be delivered but the merchant cancelled it without telling me. The money is still showing as pending on my account and its been over two weeks. I already called twice about this and both times I was told it would be resolved within a few days but nothing happened. I need my money back now.,neutral,0.35,2025-10-08T06:13:51+00:00,2025-10-08T12:13:51+00:00
4063ff84-b451-49f1-80bc-277a729ddca5,8e441682-307c-459b-a07c-12ce51511449,2025-10-04T09:11:51+00:00,chat,account_access,locked out,low,escalated,,"This is ridiculous, ive been locked out since three weeks ago and nobody seems to care. The app keeps saying my account is temporarily unavailable but its been over a week now. I already contacted support twice and both times they said it would be fixed within 24 hours but here we are still with the same problem. I cant check my balance or make payments and its affecting my credit. Someone needs to unlock my account immediately.",neutral,0.87,2025-10-04T09:11:51+00:00,2025-10-04T17:11:51+00:00
ec26daaa-0ead-4bb1-9e70-989290ec7703,d438e908-5814-4621-8ab7-71481a24a34a,2026-01-26T23:31:51+00:00,email,account_access,locked out,medium,open,,locked out of my account for no reason. this is frustrating,neutral,0.71,2026-01-26T23:31:51+00:00,2026-01-28T16:31:51+00:00
5e3d6727-cd42-44b7-990b-6381e1d5e9af,f5d6ffdd-2b5d-4d0c-9e3a-4c475d361a0d,2026-02-08T22:11:51+00:00,phone,fraud,stolen card,critical,pending_customer,c3b73ae5-51ae-49ee-901b-9b5a55cb7692,i think someone stole my card info. seeing charges from places ive never been,very_negative,0.87,2026-02-08T22:11:51+00:00,2026-02-10T04:11:51+00:00
10796f6e-a498-4de8-a9ee-3aa5a40f3a4e,643da60e-cd99-46e1-bcdc-b850bbdf7cd9,2026-02-04T15:02:51+00:00,phone,account_access,app crash,medium,resolved,,"This is ridiculous, ive been locked out since two weeks ago and nobody seems to care. The app keeps saying my account is temporarily unavailable but its been over a week now. I already contacted support twice and both times they said it would be fixed within 24 hours but here we are still with the same problem. I cant check my balance or make payments and its affecting my credit. Someone needs to unlock my account immediately.",negative,0.67,2026-02-04T15:02:51+00:00,2026-02-05T19:02:51+00:00
032ea228-597d-4455-9acb-be7a221e448a,f9bd9180-0363-4a79-9666-e8cbc950a42d,2026-01-22T01:40:51+00:00,email,refund_request,failed delivery,low,escalated,,hay un cargo que no reconozco. someone used my card sin mi permiso,neutral,0.84,2026-01-22T01:40:51+00:00,2026-01-22T18:40:51+00:00
af19e2f3-7b13-4e46-b882-2a7bbf194534,ee4e8266-f167-4074-b762-633eea2bd9ec,2025-12-24T04:51:51+00:00,email,account_access,locked out,high,closed,,account locked after i entered wrong pin. how do i unlock it,neutral,0.7,2025-12-24T04:51:51+00:00,2025-12-24T22:51:51+00:00
fbaafae9-4244-4f71-adb6-0dd20f65a25e,52cf29a1-bcb8-4463-bf8f-7c905a9151f4,2026-01-17T17:07:51+00:00,phone,billing_dispute,incorrect amount,medium,escalated,,recieved a charge i dont recognize. Amazon on 03/02. please investigate,negative,0.47,2026-01-17T17:07:51+00:00,2026-01-19T17:07:51+00:00
b27dce8f-135f-4df1-91e2-94fd8ff42cc2,6e486074-4974-43f2-bc75-cce547a270ad,2026-02-16T02:41:51+00:00,email,fraud,phishing,medium,pending_customer,0c0bf6b1-224c-4772-bebf-5a721268d657,i think someone stole my card info. seeing charges from places ive never been,negative,0.47,2026-02-16T02:41:51+00:00,2026-02-17T22:41:51+00:00
e7d1e186-2afc-44c9-8f1a-8bd0568a4880,5dbd38ff-5e79-4a5c-aec4-95b3e1402a6c,2026-01-07T02:03:51+00:00,phone,fraud,unauthorized transaction,medium,open,,There are unauthorized transactions all over my account and nobody is taking this seriously. It started the beginning of the month with a small charge from Best Buy and now theres like five or six charges I didnt make. I already filed a fraud report online and called your hotline but all I get is automated messages. This is affecting my ability to pay my bills because my account is drained. I need immediate action on this fraud case.,very_negative,0.78,2026-01-07T02:03:51+00:00,2026-01-09T02:03:51+00:00
8beef5b6-5e37-405d-b19b-9e573c2a798e,f914710e-459b-41a2-b7be-0992a48a4ff7,2025-12-24T10:21:51+00:00,social_media,refund_request,service issue,high,pending_customer,8940148f-1df6-4213-8ed1-028fe9c51233,"Im requesting a full refund for a transaction that went wrong last Friday. I paid $437 to Shell for a service that was never provided and when I tried to contact them they stopped responding. I called your customer service last week and they said they would investigate but I havent gotten any updates. I cant afford to lose this money, I have other expenses to cover. I need this refund processed immediately.",neutral,0.73,2025-12-24T10:21:51+00:00,2025-12-25T18:21:51+00:00
6048d734-8ca6-439e-ba01-ce6ca3dea440,a31cb201-a64e-4ed4-b442-e6d387f38e49,2025-09-10T21:16:51+00:00,phone,billing_dispute,unrecognized charge,high,in_progress,,I dont understand why im being charged twice for the same transaction. This started three weeks ago when I made a purchase at Walmart and somehow it posted to my account two times. I already submitted a dispute form online and called your customer service but nobody has gotten back to me. This is really frustrating because that money was supposed to go towards my rent. Can someone please reverse the duplicate charge?,neutral,0.57,2025-09-10T21:16:51+00:00,2025-09-11T01:16:51+00:00
a7f3292f-b5a5-4240-89cd-df466bef7fc4,643da60e-cd99-46e1-bcdc-b850bbdf7cd9,2026-01-01T22:06:51+00:00,portal,general,general question,low,open,a77900c5-87c4-418c-8dc5-6a6aa49bc153,I have a question about my account that ive been trying to get answered since last Friday. I called customer service twice and both times I was transferred multiple times and then disconnected. I tried using the online chat but it just kept giving me automated responses that didnt help. All I want to know is how to update my contact information but I cant seem to get a straight answer from anyone. Can someone please just tell me how to do this simple task?,neutral,0.41,2026-01-01T22:06:51+00:00,2026-01-02T20:06:51+00:00
a1dcb211-6f0b-4d46-a02a-f7fa86b992d9,ea380f29-7da1-40d3-8c4e-06d48e501dd4,2026-01-06T02:13:51+00:00,social_media,billing_dispute,billing error,critical,escalated,f610716c-d4ff-49f7-8409-fe478afece46,I dont understand why im being charged twice for the same transaction. This started last Friday when I made a purchase at Starbucks and somehow it posted to my account two times. I already submitted a dispute form online and called your customer service but nobody has gotten back to me. This is really frustrating because that money was supposed to go towards my rent. Can someone please reverse the duplicate charge?,very_negative,0.33,2026-01-06T02:13:51+00:00,2026-01-08T02:13:51+00:00
6f5f9d12-8714-4b39-9ce1-204116b72322,d63027a2-9f62-43a6-8323-28c5b288347e,2025-11-19T17:47:51+00:00,email,account_access,app crash,medium,in_progress,22e1cb87-4649-421f-9e2a-2eee4e26ab35,been trying to login for 2 days now. nothing works. what is going on I've been a customer for years and this keeps happening. i forgot my password and the reset link isnt working. help please Seriously considering switching banks. This is unacceptable.,negative,0.41,2025-11-19T17:47:51+00:00,2025-11-21T03:47:51+00:00
85b78f22-cc58-40f9-ac92-705c48cfab2c,ca78317e-bdf4-4de6-b901-8a910be0646c,2026-03-01T19:13:51+00:00,email,account_access,app crash,high,escalated,,Im having major issues logging in and its been going on since last month. The website keeps timing out and the mobile app just shows an error message. I called technical support and they walked me through some troubleshooting steps but nothing worked. They said they would escalate it to the tech team but I havent heard back. I need to transfer money urgently and I cant do that if I cant log in. Please fix this now.,neutral,0.93,2026-03-01T19:13:51+00:00,2026-03-03T18:13:51+00:00
056a222f-3369-49ee-af4d-9cff055f3f09,305c39a1-eb28-4407-9e13-f8b9e4ce3d32,2026-02-27T21:41:51+00:00,email,billing_dispute,unrecognized charge,medium,escalated,600580d5-1bdb-40c4-b7fc-5d7d0604c88c,I dont understand why im being charged twice for the same transaction. This started last Friday when I made a purchase at Netflix and somehow it posted to my account two times. I already submitted a dispute form online and called your customer service but nobody has gotten back to me. This is really frustrating because that money was supposed to go towards my rent. Can someone please reverse the duplicate charge?,neutral,0.35,2026-02-27T21:41:51+00:00,2026-03-01T16:41:51+00:00
24d2973a-6b06-454c-977d-ce5266f173b0,1c94384d-5cb6-495b-b300-cb0396db8de7,2025-12-11T16:25:51+00:00,portal,service_outage,payment failure,low,in_progress,,I cant believe your service has been unavailable since last month. Every time I try to do anything on the app or website it just says service temporarily unavailable. I already called twice and both times I was told the technical team is working on it but theres no timeline. I need to make urgent transfers and pay bills but I cant do anything. This is affecting my financial obligations and its completely unacceptable. When will this be fixed?,negative,0.67,2025-12-11T16:25:51+00:00,2025-12-12T01:25:51+00:00
175c2e3f-1ed3-4df7-9d15-f3f89561886f,af51ce58-b3c2-45a2-9cea-bc97ffacc28d,2025-12-27T12:36:51+00:00,email,service_outage,system error,low,resolved,8093a611-1174-41f6-a250-c3e629fafd02,I cant believe your service has been unavailable since last Tuesday. Every time I try to do anything on the app or website it just says service temporarily unavailable. I already called twice and both times I was told the technical team is working on it but theres no timeline. I need to make urgent transfers and pay bills but I cant do anything. This is affecting my financial obligations and its completely unacceptable. When will this be fixed?,neutral,0.36,2025-12-27T12:36:51+00:00,2025-12-27T21:36:51+00:00
11280b5d-c921-40b2-a16f-067f8eed2107,9c43c6b0-445e-4aa1-9ca0-dce516914e58,2026-01-21T05:47:51+00:00,email,refund_request,cancelled order,low,open,,I need a refund for a purchase I made the beginning of the month that never arrived. I ordered something from Shell and paid $806 but the package never showed up. I contacted the merchant and they said to file a claim with my bank so here I am. I already submitted a refund request form online but havent heard back. This money was supposed to be for groceries and now im short. Please process my refund as soon as possible.,negative,0.36,2026-01-21T05:47:51+00:00,2026-01-22T12:47:51+00:00
4181c61d-362a-46bf-b5ac-e9897f5c2d1e,d438e908-5814-4621-8ab7-71481a24a34a,2026-02-01T02:24:51+00:00,phone,refund_request,failed delivery,medium,resolved,366e9f96-e124-42b3-b5fc-80f2b819de5f,I need a refund for a purchase I made two weeks ago that never arrived. I ordered something from Chipotle and paid $710 but the package never showed up. I contacted the merchant and they said to file a claim with my bank so here I am. I already submitted a refund request form online but havent heard back. This money was supposed to be for groceries and now im short. Please process my refund as soon as possible.,very_negative,0.52,2026-02-01T02:24:51+00:00,2026-02-01T03:24:51+00:00
157c12e3-61bd-4f20-b47c-91a552f90704,f5d6ffdd-2b5d-4d0c-9e3a-4c475d361a0d,2025-10-20T01:22:51+00:00,chat,account_access,login error,medium,resolved,,I cant get into my account and this has been a problem since last Friday. Every time I enter my password it says its incorrect but I know im using the right one. I tried resetting it multiple times but the reset email never comes through. I called support and they said they would send a manual reset link but that was days ago and I still havent recieved anything. I need to access my account to pay my rent. Please help me get back in.,neutral,0.37,2025-10-20T01:22:51+00:00,2025-10-20T20:22:51+00:00
8c3ce454-d082-4d78-9a94-3d95bceea2d1,6c0e3f37-5728-4046-8344-6395449e3a9c,2025-10-20T08:29:51+00:00,portal,fraud,account takeover,critical,pending_customer,,My account has been compromised and I need help right away. Since last Tuesday theres been suspicious activity with charges from Starbucks and other places I never shop at. I contacted fraud prevention twice and both times they said they would look into it but nothing has changed. Im scared that whoever has my information will keep charging more. Please lock my account and investigate these fraudulent transactions immediately.,negative,0.55,2025-10-20T08:29:51+00:00,2025-10-20T18:29:51+00:00
0e4f8192-4e61-42a3-aa82-02cdb0ccfcb1,8f1e8c25-ed3d-49b5-8123-3f08ff5ddc7c,2025-11-22T18:10:51+00:00,portal,fraud,unauthorized transaction,high,open,,my card got compromised. theres like 5 charges i didnt make,very_negative,0.48,2025-11-22T18:10:51+00:00,2025-11-23T13:10:51+00:00
73b88e8d-2b25-427b-9045-24cd78bcfc64,0ed7aeb6-9053-4a72-8c08-044c67a24886,2026-02-14T08:21:51+00:00,chat,general,feedback,critical,pending_customer,,need to update my phone number. the one you have is old,neutral,0.58,2026-02-14T08:21:51+00:00,2026-02-14T19:21:51+00:00
